stop_id,lat,lon,ward,is_existing_stop,nearest_node_degree,road_type,distance_to_major_road,distance_to_nearest_stop,stops_within_500m,stops_within_1km,pop_not_served_nearby,poverty_rate_weighted_pop,route_count_serving,trips_per_day,avg_headway_minutes,service_span_hours,routes_within_500m,avg_speed_daily,avg_speed_peak,avg_speed_offpeak,congestion_pct_daily,congestion_pct_peak,trip_count_daily,trip_count_peak,demand_variability_cv,dominant_congestion_level,ward_pct_access,ward_population,ward_poverty_rate,is_benchmark_ward,ward_category,distance_to_cbd,coverage_efficiency_nearby,demand_supply_ratio,network_accessibility,is_good_stop,pop_within_500m,subcounty_gini,trips_per_1k_pop_per_hour,pop_score,coverage_score,access_score,poverty_score,quality_score,gnn_probability,gnn_prediction,confidence
CANDIDATE_Ruai Ward_26,-1.232081236720731,37.05865690711671,Ruai Ward,False,2,residential,7594.372456410652,7602.311874907996,0,0,15749,49.7230864857944,0,0,,0,0,17.403020564973264,8.028915722808964,19.277841533406125,58.333333333333336,100.0,7,1.0,0.4258319512956288,congested,9.222196984665509,57829.6892264539,11.0,False,severely_underserved,27.513455043906667,9.222196984665509,452.0,0.0002633182258642,0,452,0.2237461265027511,15.77044615316401,0.003351797883621425,0.09107712513103293,0.2837456510660523,0.0,0.0806915407552362,0.0,0,1.0
CANDIDATE_Ruai Ward_2,-1.2825695934788208,37.07701011540509,Ruai Ward,False,4,residential,8680.534705919265,8981.59932944347,0,0,15749,49.7230864857944,0,0,,0,0,17.58514289820495,12.20198505722998,20.27672181869244,58.095238095238095,90.47619047619048,62,23.0,0.5133714202771998,congested,9.222196984665509,57829.6892264539,11.0,False,severely_underserved,28.88544754820904,9.222196984665509,452.0,0.0004607480284877,0,452,0.2237461265027511,15.77044615316401,0.003351797883621425,0.09107712513103293,0.15379562349591602,0.0,0.05470153524120894,0.0,0,1.0
CANDIDATE_Ruai Ward_29,-1.2790402240316094,37.08169537291472,Ruai Ward,False,4,residential,9158.915265365513,9453.02841199721,0,0,15749,49.7230864857944,0,0,,0,0,20.84415743439637,15.850002244816682,24.72850035962502,50.0,85.71428571428571,29,17.0,0.6116184369255089,congested,9.222196984665509,57829.6892264539,11.0,False,severely_underserved,29.414559970115093,9.222196984665509,452.0,0.000436685262267,0,452,0.2237461265027511,15.77044615316401,0.003351797883621425,0.09107712513103293,0.10937977524486764,0.0,0.04581836559099926,0.0,0,1.0
CANDIDATE_Ruai Ward_31,-1.2922076745541262,37.07243082947836,Ruai Ward,False,2,residential,8385.421046158108,8701.554333244836,0,0,15749,49.7230864857944,0,0,,0,0,17.58514289820495,12.20198505722998,20.27672181869244,58.095238095238095,90.47619047619048,62,23.0,0.5133714202771998,congested,9.222196984665509,57829.6892264539,11.0,False,severely_underserved,28.38053638563936,9.222196984665509,452.0,0.000238480752277,0,452,0.2237461265027511,15.77044615316401,0.003351797883621425,0.09107712513103293,0.1801801562176666,0.0,0.059978441785559056,0.0,0,1.0
CANDIDATE_Ruai Ward_33,-1.2975822009691145,37.06142733342514,Ruai Ward,False,2,unclassified,7411.733108321495,7736.669634452505,0,0,15749,49.7230864857944,0,0,,0,0,21.12297364824934,13.374787167724262,24.99706688851188,46.92994505494505,87.5,136,47.0,0.4234947769299599,congested,9.222196984665509,57829.6892264539,11.0,False,severely_underserved,27.17839390388313,9.222196984665509,452.0,0.000269806017669,0,452,0.2237461265027511,15.77044615316401,0.003351797883621425,0.09107712513103293,0.27108708993750863,0.0,0.07815982852952746,0.0,0,1.0
CANDIDATE_Mugumo-ini Ward_38,-1.4728220654814856,36.78953935808081,Mugumo-ini Ward,False,6,residential,4548.686613000478,9022.087201789773,0,0,33395,95.66697052700808,0,0,,0,0,18.12776730238407,12.995317636337276,23.260216968430864,66.66666666666667,100.0,9,6.0,0.6366459001328343,congested,8.187153010773127,121245.03465058042,12.7,False,severely_underserved,20.95599701735514,8.187153010773127,753.0,0.0013187721507796,0,753,0.348155049984002,14.845968786989689,0.005583857978687905,0.0807136319298685,0.14998104509867394,0.0023556080060511933,0.05260008889595292,0.0,0,1.0
CANDIDATE_Mugumo-ini Ward_20,-1.3722240586042147,36.84912288520005,Mugumo-ini Ward,False,2,unclassified,4611.540040945349,4663.164391491901,0,0,33395,95.66697052700808,0,0,,0,0,23.46855016163081,16.141455212171223,26.725036805835067,38.46153846153846,75.0,24,12.0,0.6426845869171515,congested,8.187153010773127,121245.03465058042,12.7,False,severely_underserved,10.18164954035745,8.187153010773127,753.0,0.0004336005719725,0,753,0.348155049984002,14.845968786989689,0.005583857978687905,0.0807136319298685,0.5606584115255833,0.0023556080060511933,0.13473556218133478,0.0,0,1.0
CANDIDATE_Mugumo-ini Ward_17,-1.467855804781852,36.825920450832896,Mugumo-ini Ward,False,2,residential,8341.617920557019,10613.983546798783,0,0,33395,95.66697052700808,0,0,,0,0,12.79780518772798,10.536915792901691,15.058694582554269,100.0,100.0,2,1.0,0.2606121704184369,congested,8.187153010773127,121245.03465058042,12.7,False,severely_underserved,20.200238327304493,8.187153010773127,753.0,0.0002397329014759,0,753,0.348155049984002,14.845968786989689,0.005583857978687905,0.0807136319298685,0.0,0.0023556080060511933,0.02260387987621813,0.0,0,1.0
CANDIDATE_Mugumo-ini Ward_18,-1.4278107757117346,36.76980125587825,Mugumo-ini Ward,False,2,residential,3589.446268257803,3577.217273511607,0,0,33395,95.66697052700808,0,0,,0,0,16.011766228251677,11.178644424362124,18.98599503064525,68.140589569161,94.64285714285714,110,43.0,0.4662004684581611,congested,8.187153010773127,121245.03465058042,12.7,False,severely_underserved,16.583479953610166,8.187153010773127,753.0,0.0005570338199129,0,753,0.348155049984002,14.845968786989689,0.005583857978687905,0.0807136319298685,0.6629712814478115,0.0023556080060511933,0.15519813616578043,0.0,0,1.0
CANDIDATE_Mugumo-ini Ward_47,-1.4297666325067993,36.83259086848591,Mugumo-ini Ward,False,2,residential,8336.093284897272,8492.05138853735,0,0,33395,95.66697052700808,0,0,,0,0,12.79780518772798,10.536915792901691,15.058694582554269,100.0,100.0,2,1.0,0.2606121704184369,congested,8.187153010773127,121245.03465058042,12.7,False,severely_underserved,16.03318909426456,8.187153010773127,753.0,0.0002398917622312,0,753,0.348155049984002,14.845968786989689,0.005583857978687905,0.0807136319298685,0.1999185460299132,0.0023556080060511933,0.06258758908220077,0.0,0,1.0
