stop_id,lat,lon,ward,is_existing_stop,nearest_node_degree,road_type,distance_to_major_road,distance_to_nearest_stop,stops_within_500m,stops_within_1km,pop_not_served_nearby,poverty_rate_weighted_pop,route_count_serving,trips_per_day,avg_headway_minutes,service_span_hours,routes_within_500m,avg_speed_daily,avg_speed_peak,avg_speed_offpeak,congestion_pct_daily,congestion_pct_peak,trip_count_daily,trip_count_peak,demand_variability_cv,dominant_congestion_level,ward_pct_access,ward_population,ward_poverty_rate,is_benchmark_ward,ward_category,distance_to_cbd,coverage_efficiency_nearby,demand_supply_ratio,network_accessibility,is_good_stop,pop_within_500m,subcounty_gini,trips_per_1k_pop_per_hour,pop_score,coverage_score,access_score,poverty_score,quality_score,gnn_probability,gnn_prediction,confidence
CANDIDATE_Sarang'ombe Ward_27,-1.3173826751657962,36.76447839090975,Sarang'ombe Ward,False,2,residential,1367.9566476243217,1188.565748766662,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.79842117434378,74.32034487468462,58636.0,0.0014609666445396,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.8880188815512967,0.7881249673045143,0.6731336389672822,0.99774545,1,0.9954909
CANDIDATE_Sarang'ombe Ward_31,-1.3178195850166812,36.76494540268889,Sarang'ombe Ward,False,2,residential,1315.317453253313,1121.6336093810428,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.778626571045432,74.32034487468462,58636.0,0.0015193903226436,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.8943249153877451,0.7881249673045143,0.6743948457345719,0.9973043,1,0.99460864
CANDIDATE_Sarang'ombe Ward_41,-1.3190128366556146,36.76393892137333,Sarang'ombe Ward,False,2,residential,1433.3240702051703,1184.246179203782,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.9431178329957,74.32034487468462,58636.0,0.0013943850218688,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.8884258512383925,0.7881249673045143,0.6732150329047013,0.99728227,1,0.99456453
CANDIDATE_Sarang'ombe Ward_7,-1.317732969180078,36.765947498096686,Sarang'ombe Ward,False,6,residential,1204.1100627819108,1024.3746989950894,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.678380141855588,74.32034487468462,58636.0,0.0049787983565164,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.9034881960690391,0.7881249673045143,0.6762275018708306,0.99664825,1,0.9932965
CANDIDATE_Sarang'ombe Ward_18,-1.31962577595749,36.76382011783288,Sarang'ombe Ward,False,2,residential,1454.340808139978,1181.400272275106,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.990164936720309,74.32034487468462,58636.0,0.0013742485532004,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.8886939793088882,0.7881249673045143,0.6732686585188005,0.9966049,1,0.99320984
CANDIDATE_Mathare North Ward_24,-1.25384696412342,36.87133967803644,Mathare North Ward,False,1,residential,709.3603114498492,487.9080899121447,1,75,2588,13950.656452234723,0,0,1440.0,0,3,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.023229182187267,1.1627225443910052,125681.0,0.0014077363049168,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.010380738626175317,0.9540315765743486,0.7127205418368308,0.6621404278830242,0.99656504,1,0.9931301
CANDIDATE_Sarang'ombe Ward_35,-1.3162299010357696,36.76496179261894,Sarang'ombe Ward,False,6,tertiary,1325.0761414350916,1200.146864957136,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.687656914171751,74.32034487468462,58636.0,0.0045246270651598,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.8869277628267,0.7881249673045143,0.6729154152223629,0.99607444,1,0.9921489
CANDIDATE_Sarang'ombe Ward_47,-1.3192007036961089,36.76589378548518,Sarang'ombe Ward,False,2,residential,1219.928701325202,969.92121113388,0,2,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.769984189718649,24.77344829156154,58636.0,0.0016380972925193,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.24678576288343604,0.9086185495900442,0.7881249673045143,0.5532301158838615,0.995854,1,0.99170804
CANDIDATE_Sarang'ombe Ward_0,-1.3158021440398413,36.765246969627256,Sarang'ombe Ward,False,6,tertiary,1300.9708817946334,1198.6729650640518,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.636587711292383,74.32034487468462,58636.0,0.00460839799407,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.8870666267967247,0.7881249673045143,0.6729431880163678,0.99546534,1,0.9909307
CANDIDATE_Woodley/kenyatta Golf Course Ward_26,-1.3195535008760122,36.7600716788196,Woodley/kenyatta Golf Course Ward,False,2,residential,1866.4229008896248,1592.3534084609362,0,0,7917,4018.27020779832,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,85.74743830112823,185176.1679773348,26.3,True,adequately_served,7.343170224296857,85.74743830112823,15278.0,0.0010709946841967,1,15278,0.2104011684477993,10.498111183713132,0.11329373465922153,0.8572946367583104,0.8499758925157561,0.20347303164376196,0.4646662511522088,0.995342,1,0.99068403
CANDIDATE_Woodley/kenyatta Golf Course Ward_41,-1.3196252193972138,36.76021437189158,Woodley/kenyatta Golf Course Ward,False,2,residential,1851.522588090508,1575.482446358606,0,0,7917,4018.27020779832,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,85.74743830112823,185176.1679773348,26.3,True,adequately_served,7.333469971244377,85.74743830112823,15278.0,0.0010796089682563,1,15278,0.2104011684477993,10.498111183713132,0.11329373465922153,0.8572946367583104,0.8515653958372889,0.20347303164376196,0.46498415181651526,0.995342,1,0.99068403
CANDIDATE_Mathare North Ward_33,-1.2528229046307668,36.87409703344178,Mathare North Ward,False,6,residential,501.2714581624306,485.7233231892077,3,73,2588,13950.656452234723,0,0,1440.0,0,5,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.344847332333766,1.1941474780231949,125681.0,0.0119457315411692,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.010695384278204496,0.9542374150998468,0.7127205418368308,0.6622602570011311,0.9953178,1,0.99063563
CANDIDATE_Sarang'ombe Ward_24,-1.3211171248002005,36.764059058614926,Sarang'ombe Ward,False,2,residential,1460.734572319957,1132.9116998510492,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,7.056959864400889,74.32034487468462,58636.0,0.0013682374610773,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.893262346332472,0.7881249673045143,0.6741823319235172,0.9948985,1,0.989797
CANDIDATE_Eastleigh South Ward_27,-1.2760607234575203,36.86121863021008,Eastleigh South Ward,False,6,unclassified,951.1376363216832,1168.2567340944336,0,0,4421,4792.49862701149,0,0,1440.0,0,0,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,78.3703324081986,68143.70069639628,9.3,True,adequately_served,5.02666464246861,78.3703324081986,51532.0,0.0063016099470443,1,51532,0.2187157501793953,0.704393795896947,0.3821346206610161,0.7834305414212408,0.8899323021424144,0.24316881925229095,0.5562249768656069,0.99445504,1,0.9889101
CANDIDATE_Embakasi Ward_33,-1.2854815428081838,36.93586860867141,Embakasi Ward,False,2,unclassified,1249.865583867973,1229.901024723854,0,0,29594,170.15776873711866,0,0,1440.0,0,0,18.054313199966053,11.514724616707694,21.324107491595232,57.35551818750744,93.22916666666669,394,160.0,0.5289229448015942,congested,22.437747821685697,127185.79787032236,7.2,False,severely_underserved,13.192419248934591,22.437747821685697,2363.0,0.0015988928193351,0,2363,0.4401639794947514,6.03841004939126,0.01752278406857838,0.22339930148654888,0.8841244647402156,0.0061748567331173475,0.24004266409030625,0.99410844,1,0.9882169
CANDIDATE_Mathare North Ward_7,-1.2548170044891571,36.87387592504789,Mathare North Ward,False,6,residential,535.257257689499,311.77937060234507,4,86,2588,13950.656452234723,0,0,1440.0,0,5,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.21317174667893,1.0157116479737518,125681.0,0.0111886597597791,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.008908775633349172,0.9706256026092692,0.7127205418368308,0.6650912423418018,0.99400467,1,0.98800933
CANDIDATE_Korogocho Ward_0,-1.2547957828100873,36.87433904241648,Korogocho Ward,False,6,residential,484.3343162870626,306.7633148709509,9,88,6406,7114.906913988673,0,0,1440.0,0,6,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,70.68412548851703,72846.89997678499,11.1,True,adequately_served,7.259326780466515,0.7942036571743486,64098.0,0.0123626123244315,1,64098,0.0768685671769029,1.153103289594606,0.47531756801850905,0.006690902176224062,0.9710981919730343,0.3622419813997413,0.4347019090250893,0.99394494,1,0.9878899
